Department Level 1,Department Level 2,Department Level 3,Role,Employment type,Time with organisation,,Age group,Gender,Which of the following building blocks do you work in? ,Mobility outside the office,Your main office location,"Other offices (including clients, partners, suppliers or serviced offices)",Working while travelling between locations,Home,Elsewhere,"Working from home, what type of work setting do you use most often?","In your workplace, what type of work setting do you use most often?",Mobility inside the office,"Individual focused work, desk based",Individual focused work away from your desk,Individual routine tasks,Reading,Collaborating on focused work,Collaborating on creative work,"Informal, un-planned meetings",Planned meetings,Informal social interaction,Business confidential discussions,Private conversations,Telephone conversations,Thinking/creative thinking,Learning from others,Audio conferences,Spreading out paper or materials,Using technical/specialist equipment or materials,Relaxing/taking a break,Larger group meetings or audiences,"Hosting visitors, clients or customers",Video conferences,Meeting rooms (large),Meeting rooms (small),Desk/room booking systems,Quiet rooms for working alone or in pairs,Informal work areas/break-out zones,Accessibility of colleagues,Variety of different types of workspace,Desk,Chair,Ability to personalise my workstation,Space between work settings,Dividers (between desk/areas),People walking past your workstation,Personal storage,Shared storage,Archive storage,General décor,Plants & greenery,Art & photography,Atriums & communal areas,Air quality,Temperature control,Noise levels,Natural light,Office lighting,Mail & post room services,IT Help desk,"Hospitality services (e.g. guest reception/services, catering, meeting services)",Restaurant/canteen,"Tea, coffee & other refreshment facilities","Leisure facilities onsite or nearby (e.g. gym, fitness/wellness centre)",Reception areas,General tidiness,General cleanliness,Security,Health & safety provision,"Access (e.g. lifts, stairways, ramps)",Internal signage,Shower facilities,Toilets/W.C.,"Parking (e.g. car, motorbike or bicycle)",Telephone equipment,Printing/copying/scanning equipment,"Computing equipment, fixed (desktop)","Computing equipment, mobile (e.g. laptop, tablet)",Wired in-office network connectivity,WiFi network connectivity in the office,Remote access to work files or network,Audio-Visual equipment,Guest/visitor network access,Workplace culture,"Corporate image (for visitors, clients, potential recruits etc.)",Environmental sustainability,It enables me to work productively,It enables us to work productively,It supports me sharing ideas/knowledge amongst colleagues,It creates an enjoyable environment to work in,It contributes to a sense of community at work,It's a place I'm proud to bring visitors to,The design of my workplace is important to me,What aspects of the Pier 4 *space* are your favorite and what could we work to improve?
Center for Knowledge Analytics (CKA),Analytics,,Individual Contributor,Full time,6 - 18 months,,25-34,Male,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,50,0,0,50,0,A dedicated work area (but not a separate room),"A workstation, assigned solely to you, in an open plan office area",I perform the majority of my activities at a single work setting but also use other locations within the office,2,2,1,1,1,1,2,2,2,3,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,2,1,2,0,1,0,1,2,2,0,2,2,1,0,1,0,2,2,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,
Center for Knowledge Analytics (CKA),Analytics,,People Manager,Full time,0 - 6 months,,35-44,Male,Pier 4 - Boston ,I primarily work there but attend meetings off-site or work elsewhere,85,0,0,15,0,A dedicated work area (but not a separate room),A quiet room/private office (available for flexible use),I perform most/all of my activities at a single work setting and rarely use other locations within the office,-1,0,2,0,1,0,3,-1,0,0,-2,2,0,0,3,0,0,0,0,0,3,0,0,-2,0,2,0,2,2,1,-1,0,0,0,-2,0,0,2,0,0,2,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,0,2,0,0,2,2,0,2,-1,-2,3,2,0,1,1,1,-2,3,3,Favorite - the coffee lounge bar at the 12th floor. Improve - Booking system as most of the rooms are booked even though they seem empty most of the days
NAMR ,"Manager, Supervisor, Specialist (MSS)",HR / People / D&I / Benefits,People Manager,Full time,3 - 8 years,,35-44,Female,Pier 4 - NAMR ,I primarily work there but attend meetings off-site or work elsewhere,50,0,0,50,0,A dedicated work room or office,A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,2,2,3,3,Wish there were some privacy rooms. It's tough to find a room for 1:1 discussions or phone conversations where perhaps you're having a difficult or private conversation and you're not in a fishbowl.
Consulting,Partner / Senior Partner,Principal Investors & Private Equity,Senior Leader,Full time,3 - 8 years,,35-44,Male,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,95,0,0,5,0,A non-work specific home location (such as a dining table),A private office assigned solely to you,I perform the majority of my activities at a single work setting but also use other locations within the office,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,1,1,1,1,1,1,1,1,1,1,"the toilets in the men's room on 12 falling off the wall; the shower floor in the gym is a hazard as water pools up, the wood tile floors look cheap and dirty, the coffee bar staff is super weird, our ability to manage technology is terrible - AV never works and frustrates our clients, cell coverage in the office is spotty and cuts off in the elevator, the elevator touchpad is a disaster, should we remove the in office thermostats as they have no bearing on the actual in room temperature, there is no lock on the meditation room door on floor 13,  "
Consulting,Principal,Principal Investors & Private Equity,People Manager,Full time,3 - 8 years,,25-34,Male,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,85,5,0,10,0,A non-work specific home location (such as a dining table),A private office assigned solely to you,I perform most/all of my activities at a single work setting and rarely use other locations within the office,3,0,3,0,0,3,3,3,3,3,3,0,0,0,3,0,0,0,0,0,0,2,2,2,0,0,2,0,2,2,2,0,0,0,0,2,0,2,2,2,2,2,-2,0,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,2,2,0,2,0,2,0,2,0,3,3,3,3,3,3,3,3,3,3,
Consulting,Consultant,,Individual Contributor,Full time,18 months - 3 years,,18-25,Male,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,20,60,10,10,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,3,0,0,0,2,0,3,2,3,0,3,3,1,0,-1,3,0,0,0,0,0,0,1,0,0,2,2,2,2,2,0,0,0,0,-1,0,0,2,0,0,0,0,-1,0,2,2,0,2,0,2,1,0,0,0,2,2,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,3,2,3,3,3,3,3,"Favorite: open seating, open areas in general, baristas. Improve: microphone quality in some rooms, snack/beverage options, flexible personal storage"
Consulting,Local BST,,People Manager,Full time,3 - 8 years,,25-34,Female,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,2,0,0,0,0,0,-1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,2,0,0,1,1,0,0,0,0,0,2,1,2,2,2,2,0,2,0,2,0,3,3,3,3,3,3,3,3,3,3,"Love the café on 12, the lighthouse stairs connecting all of the floors... not sure what to improve!"
Consulting,Principal,Industrial Goods,Senior Leader,Full time,3 - 8 years,,25-34,Male,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,20,60,10,10,0,A dedicated work room or office,A private office assigned solely to you,I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,0,0,2,1,1,2,1,0,0,2,0,0,0,0,0,2,2,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,-1,0,0,0,0,0,0,0,0,0,1,2,0,2,2,1,3,1,3,2,"Favorites: Café for informal social events; lots of areas to go sit by yourself in front of windows; plenty of office space.  Work to improve: Partner offices often booked unnecessarily, hard to find people regularly (industry grouping works OK, but based around partners who are rarely in office)"
Consulting,Consultant,,Individual Contributor,Full time,6 - 18 months,,25-34,Female,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,15,75,5,5,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,1,0,0,0,2,0,2,3,3,0,0,2,0,3,3,2,0,3,3,3,3,2,2,1,2,2,0,2,2,2,0,0,0,0,-1,0,0,0,1,0,0,2,2,0,2,2,0,2,2,0,2,0,0,2,0,0,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,3,3,-1,2,2,2,3,3,3,1,"Favorite: Great lighting and social spaces. Improve: Non-disposable or compostable cups, plates, and cutlery please. Could benefit from small nooks to store mugs / water bottles for those of us without assigned desks."
Global Services (GS),Senior Manager / Director (SM),Finance,People Manager,Full time,3 - 8 years,,35-44,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,95,0,0,5,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,
Consulting,Principal,Health Care,People Manager,Full time,3 - 8 years,,25-34,Male,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,20,80,0,0,0,-99,A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,0,0,1,1,2,1,2,-1,-1,1,1,0,1,-1,0,2,1,0,2,0,-1,0,1,0,2,0,1,2,-2,0,0,0,-2,0,0,0,-1,0,0,0,-2,-1,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,2,2,0,1,1,1,1,1,1,1,"Favorite: Ability to bump into colleagues and casually interact. Improve: Building already showing signs of aging (elevator display, bathroom)."
Consulting,Principal,Consumer,People Manager,Full time,8 - 12 years,,35-44,Male,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,20,80,0,0,0,-99,A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,3,0,0,0,0,2,3,3,3,3,3,0,0,0,2,0,0,0,0,0,0,0,2,1,2,2,2,0,2,2,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0,2,2,0,0,2,2,2,2,0,1,2,0,2,0,2,0,0,0,3,3,2,3,3,3,3,3,3,3,Cafeteria & coffee shop are fantastic
Consulting,Consultant,,Individual Contributor,Full time,18 months - 3 years,,25-34,Female,Pier 4 - Boston ,I primarily work there and rarely need to work elsewhere,60,30,0,10,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,3,0,0,3,3,-1,3,3,0,0,-1,-1,0,0,3,2,0,3,0,0,0,2,2,2,-1,0,2,0,2,2,0,0,0,0,0,2,0,2,1,2,2,0,1,2,2,1,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,0,0,0,3,3,3,3,3,3,3,3,3,3,
Consulting,Consultant,,Individual Contributor,Full time,6 - 18 months,,25-34,Female,Pier 4 - Boston ,I rarely work there and primarily work elsewhere,20,80,0,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,2,-1,1,1,-2,3,2,2,-1,-1,1,0,2,0,0,0,0,0,0,0,1,1,-1,-1,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,-2,0,0,0,2,2,0,0,1,-1,0,0,0,0,0,1,0,2,2,2,0,2,0,2,0,0,3,1,3,1,-1,-1,1,-2,3,3,All the common spaces are amazing. They're beautiful bright and inviting. The standing desks and monitors are great. I think they can by tidied up more at the end of each day. I also think that it can be difficult at times to find impromptu places for meetings of phone calls
NAMR ,"Manager, Supervisor, Specialist (MSS)",Marketing,Senior Leader,Full time,3 - 8 years,,25-34,Female,Pier 4 - NAMR ,I primarily work there but attend meetings off-site or work elsewhere,100,0,0,0,0,-99,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,3,3,0,0,3,3,3,3,0,3,0,3,3,3,0,0,0,3,0,0,3,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,0,2,-1,1,2,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,
Consulting,Project Leader,Principal Investors & Private Equity,People Manager,Full time,3 - 8 years,,25-34,Male,Pier 4 - Boston ,I primarily work there but attend meetings off-site or work elsewhere,80,0,0,20,0,A dedicated work room or office,A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,1,0,1,2,1,2,3,2,2,2,1,1,2,0,0,3,0,0,2,2,2,2,1,0,-1,0,1,1,-1,1,-1,0,-1,0,0,2,0,1,2,-1,1,-1,1,-1,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,0,0,3,3,-2,2,2,2,2,3,3,2,"Barista bar is fantastic and a highlight - not just great coffee, but also a great place to meet people. I really do bump into more people. Areas for improvement include office lighting (constantly goes off), noise (sound travels too much between rooms, e.g.,  can follow conversation if somebody is on the phone) and air quality (finding it super dry). "
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Finance,People Manager,Full time,3 - 8 years,,25-34,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,80,0,0,20,0,A dedicated work room or office,A quiet room/private office (available for flexible use),I perform some of my activities at a single work setting but often use other locations within the office,2,0,0,0,3,2,2,3,0,0,0,0,2,0,2,2,0,0,3,0,3,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,2,2,1,2,1,0,2,2,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,3,2,1,3,3,2,3,2,3,2,
NAMR ,"Manager, Supervisor, Specialist (MSS)",HR / People / D&I / Benefits,People Manager,Full time,8 - 12 years,,35-44,Female,Pier 4 - NAMR ,I regularly work there but primarily work off-site or work elsewhere,50,0,0,45,5,A dedicated work room or office,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,3,0,3,0,3,0,3,3,0,1,0,3,3,0,3,0,0,0,0,0,3,0,1,1,1,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,0,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,2,0,0,-1,3,3,3,3,3,3,0,3,0,"I never knew I liked to stand at my desk until we moved to Pier 4!  People tend to gravitate to the same desks in open seating, which doesn't bother me at all!, but on days when they are not in tend to leave belongings or a bit of a mess behind.  It would be great if we could perform a sweep where everything unclaimed goes into one area to clear off desks for someone new."
Consulting,Associate,,Individual Contributor,Full time,0 - 6 months,,18-25,Male,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,20,65,15,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,0,0,2,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,2,0,0,2,2,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,2,0,0,0,0,0,-1,0,0,0,2,2,0,2,0,0,0,0,3,3,2,1,2,2,2,1,3,3,
Consulting,Partner / Senior Partner,Financial Institutions,People Manager,Full time,Over 12 years,,35-44,Female,Pier 4 - Boston ,I primarily work there but attend meetings off-site or work elsewhere,55,25,15,5,0,A non-work specific home location (such as a dining table),A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,3,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,2,2,0,2,0,0,2,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,3,0,2,2,0,1,1,3,1,
Consulting,Consultant,,Individual Contributor,Full time,6 - 18 months,,25-34,Female,Pier 4 - Boston ,I primarily work there but attend meetings off-site or work elsewhere,60,35,5,0,0,-99,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,0,0,0,3,0,2,3,3,3,3,3,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,2,1,2,2,-1,2,2,2,0,0,0,0,2,0,0,2,0,2,0,2,2,0,2,3,3,1,2,2,3,3,3,3,3,"I love the views! It's helpful to stay grounded during a busy/hectic/stressful day to walk around the office, overlook the water, and admire the city we live and work in. It's truly breath taking. "
Consulting,Partner / Senior Partner,People & Organization,Senior Leader,Full time,Over 12 years,,55-64,Male,Pier 4 - Boston ,I rarely work there and primarily work elsewhere,10,35,30,25,0,A dedicated work room or office,A private office assigned solely to you,I perform most/all of my activities at a single work setting and rarely use other locations within the office,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,2,2,3,3,3,3,Great job. Interactions really work. The coffee bar is a magnet for collisions. really like how most offices are inside and so much light to the teams. I'm glad they like they open seating. 
NAMR ,"Manager, Supervisor, Specialist (MSS)",Finance,Individual Contributor,Full time,Over 12 years,,45-54,Female,Pier 4 - NAMR ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,"A workstation, assigned solely to you, in an open plan office area",I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,-1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,-1,0,-1,-1,-2,-2,-2,-2,-2,-2,-1,0,-1,-2,-2,-2,-1,0,1,-2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,3,The lobby is very dark and seems very cold and not inviting.  The furniture in the 10th floor kitchen is not very comfortable.  The high stools are very hard to get on when you are not very tall.   The décor overall is pretty dull. Very plain and pale looking.  I feel there is a lot of open space on the 10th floor entrance area that is wasted and not utilized to its full potential.  Lighting however is great.        
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",IT,People Manager,Full time,6 - 18 months,,35-44,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,95,0,0,5,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform most/all of my activities at a single work setting and rarely use other locations within the office,,0,0,0,3,0,3,3,0,3,3,3,0,0,3,3,0,0,0,0,3,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0,2,0,1,1,2,1,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,"The Pier4 gym is a great amenity permitting met to step away from work, focus on my physical fitness and take a mental break.  I would appreciate more fitness classes. "
Consulting,Consultant,,Individual Contributor,Full time,3 - 8 years,,25-34,Female,Pier 4 - Boston ,I regularly work there but primarily work off-site or work elsewhere,10,60,10,20,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,,0,0,1,2,2,2,2,2,0,0,2,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,2,1,0,0,2,2,2,2,2,2,3,2,3,2,"Some doors don't fully shut in phone rooms, which negates their purpose. Often Webex issues, although that's not a Pier 4-specific problem. Love the barista on the 12th floor. "
Global Services (GS),Core Staff (CS),Finance,Individual Contributor,Full time,0 - 6 months,,45-54,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,95,0,0,5,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,2,0,1,2,2,0,2,0,0,0,2,2,2,0,1,0,0,0,0,0,0,1,0,1,0,1,2,-1,0,0,-1,0,0,-1,0,0,1,1,1,1,0,0,0,2,0,0,2,2,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,2,2,2,2,2,2,2,2,3,2,
Global Services (GS),Senior Manager / Director (SM),IT,Senior Leader,Full time,3 - 8 years,,35-44,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,60,0,0,0,40,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,3,2,3,1,2,3,0,0,3,3,1,2,3,-1,0,0,0,2,-1,2,2,-1,2,2,1,2,2,1,0,0,0,0,2,2,0,2,0,1,1,0,0,0,0,-1,2,1,2,-1,2,2,2,1,1,1,0,2,0,0,2,0,2,2,0,0,0,2,2,-1,0,3,3,3,3,3,2,3,3,3,3,"Favorites: Individual workstations, open areas and coffee station on 12  Areas to improve: Video equipment in conference rooms and lighting in open work areas"
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",IT,People Manager,Full time,18 months - 3 years,,45-54,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,30,0,10,60,0,A dedicated work room or office,A quiet room/private office (available for flexible use),I perform most/all of my activities at a single work setting and rarely use other locations within the office,3,1,3,1,2,2,2,2,-1,2,2,0,0,-1,1,0,0,2,1,0,2,1,1,1,1,0,-1,0,2,2,-3,0,0,0,0,0,0,1,2,2,2,2,0,1,1,0,2,2,2,1,1,1,0,1,1,-1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1,1,0,3,1,"Favorite: bright open space that is incredibly beautiful.  The equipment is top notch and now that the temperatures and air pressure has been adjusted it's a pleasure to work.  cell phone coverage is very bad, are we planning on having some repeaters installed in the office?"
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Finance,People Manager,Full time,18 months - 3 years,,25-34,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,90,0,10,0,0,-99,A flexible/non-allocated workstation,I perform most/all of my activities at a single work setting and rarely use other locations within the office,2,0,0,0,2,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,3,3,2,3,3,The views and how bright the office is is very inspirational. Only area for improvement is could possibly turn some of the 1 person shared offices into team rooms with 3 or 4 desks.  Also some kind of whiteboard at the workstations
Global Services (GS),Core Staff (CS),IT,Individual Contributor,Full time,3 - 8 years,,45-54,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,20,0,10,35,35,A dedicated work room or office,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,0,0,3,0,2,-1,2,0,0,0,-1,-1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,-1,0,2,0,0,2,2,2,2,0,0,3,3,3,3,3,3,0,3,3,"The natural lighting is great. Unfortunately, I have to find a desk outside of my section as they are all taken or seem to be taken cause of things left on the desk. Parking is also non existent after a certain time."
Global Services (GS),Core Staff (CS),IT,Individual Contributor,Full time,0 - 6 months,,25-34,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,0,0,2,0,0,0,2,2,0,2,2,2,0,3,3,3,3,3,3,3,3,3,3,"Views provided by the location, availability of the seating in the common area"
Global Services (GS),Core Staff (CS),Finance,Individual Contributor,Full time,0 - 6 months,,18-25,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A shared team table,I perform the majority of my activities at a single work setting but also use other locations within the office,3,3,3,0,3,3,3,3,3,3,3,3,0,0,0,0,0,3,0,0,0,2,2,2,0,2,0,2,2,2,0,0,0,2,0,0,0,2,1,0,0,1,-1,0,2,2,0,2,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,3,3,3,3,3,3,3,3,3,3,
Global Services (GS),Core Staff (CS),Finance,Individual Contributor,Full time,3 - 8 years,,25-34,Male,Pier 4 - Global Services ,I regularly work there but primarily work off-site or work elsewhere,30,0,0,70,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,-1,0,2,2,2,3,0,3,0,0,1,0,2,2,3,0,0,3,3,0,0,0,1,1,1,0,0,0,0,0,-1,0,1,0,0,-2,0,0,0,0,2,1,1,0,2,-1,0,1,0,1,2,2,0,2,2,0,0,1,0,1,2,0,0,0,0,1,1,0,2,0,0,1,2,2,1,2,2,2,2,3,2,"The variety of informal sitting areas are a nice way to break away from stressful work for a few minutes, or relocate to perform work. Being able to book a workstation ahead of time would make it much easier to collaborate with colleagues."
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",IT,People Manager,Full time,18 months - 3 years,,45-54,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,60,10,0,20,10,A dedicated work room or office,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,1,0,0,0,1,1,0,1,0,0,-1,-2,0,0,0,0,0,0,-2,-1,-2,-1,0,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,-2,0,0,0,2,2,0,0,2,2,0,0,-1,0,0,0,0,0,0,-2,-1,0,0,0,0,1,1,-2,-1,0,2,1,0,1,1,0,0,1,1,"Roof deck is nice. Common areas are nice. Location is brutal to commute to from virtually anywhere. Parking is expensive and often not available. Nearby lunch places are expensive, but thats nothing BCG can help. The office is too quiet. Its like a library and I feel uncomfortable sometimes speaking to people because I feel like I am disturbing the people around me. I go into huddles or meeting rooms if I want to speak to someone, which isn't great."
Global Services (GS),Senior Manager / Director (SM),Finance,Individual Contributor,Full time,Over 12 years,,55-64,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,80,0,0,20,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,3,3,3,3,0,3,3,3,3,3,3,3,2,3,2,3,3,2,-1,3,2,2,2,2,2,-1,2,2,2,2,2,2,1,1,1,0,2,2,0,2,-1,2,-1,2,-1,0,2,0,0,2,2,0,2,0,2,2,2,2,0,-1,0,2,2,0,0,2,2,2,2,0,2,3,0,2,2,3,3,3,3,3,"Love the stairs, the informal communications that take place at the barista bar, the incredible views and open areas.  I find the bathrooms cramped - nowhere to dump bags in the stalls or outside.  The mailroom is cramped and I have to plow through piles of boxes to get to the mail drawers. Common areas are not as clean as I would prefer - people leave garbage around in common areas and meeting rooms(yuck).  I don't see our LEED rating anywhere.  It would be great to use few disposables.  Finally, on more than one occasion I have sensed VOCs coming through the ventilation ducts in the meeting rooms on various floors."
